"ID","Operator","Short name","Contact email for complaints (this is the most important data to collect!)","Status","Company Number","Company's Registered Postal Address","Notes/Observations of Interest","URL","Number of Routes we think this operator runs (for sorting)","Non-functional URL - has list of routes"
2571,"Lugg Valley Primrose Travel","Lugg Valley Primrose Tra",,,,,,,14,"http://transport.mysociety.org/operators/2571"
2586,"Lugg Valley travel","Lugg Valley travel",,,,"Southern Avenue
Leominster
Herefordshire
HR6 0QF
","No apparent Email address. Sister company of Yeomans Canyon Travel.",,5,"http://transport.mysociety.org/operators/2586"
2956,"Luxecabs","Luxecabs",,,,,,,1,"http://transport.mysociety.org/operators/2956"
3087,"M & A Thompson, Spangap","M & A Thompson, Spangap",,,,,,,7,"http://transport.mysociety.org/operators/3087"
3435,"M & M Coaches","M & M Coaches",,,,,,,9,"http://transport.mysociety.org/operators/3435"
3554,"M Pearson Coaches","M Pearson Coaches",,,,,,,3,"http://transport.mysociety.org/operators/3554"
2748,"M-Line Coaches","M-Line Coaches",,,,,,,2,"http://transport.mysociety.org/operators/2748"
2537,"M&H Coaches","M&H Coaches",,,,,,,9,"http://transport.mysociety.org/operators/2537"
3161,"MacKay's Coaches","MacKay's Coaches",,,,,,,2,"http://transport.mysociety.org/operators/3161"
3067,"MacKies Coaches","MacKies Coaches",,,,,,,3,"http://transport.mysociety.org/operators/3067"
2568,"MacLennan Coaches","MacLennan Coaches",,,,,,,1,"http://transport.mysociety.org/operators/2568"
3197,"MacLeod's Coaches","MacLeod's Coaches",,,,,,,5,"http://transport.mysociety.org/operators/3197"
2936,"MacRae Kintail","MacRae Kintail",,,,,,,1,"http://transport.mysociety.org/operators/2936"
3850,"MAGHULL COACHES","Maghull",,,,,,,1,"http://transport.mysociety.org/operators/3850"
3609,"Magpie Travel","Magpie Travel",,,,,,,6,"http://transport.mysociety.org/operators/3609"
2160,"Maker with Rame Community Bus","MAKER WITH RAME COMMUNIT",,,,,"01752 822085",,1,"http://transport.mysociety.org/operators/2160"
3788,"Malvernian Tours","Malvernian Tours",,,,,,,2,"http://transport.mysociety.org/operators/3788"
2596,"MANCHESTER COMMUNITY TRANSPORT","Manchester Community Tra",,,7105648,,,,10,"http://transport.mysociety.org/operators/2596"
1773,"Marbill Coaches","Marbill Coaches",,,,,,,2,"http://transport.mysociety.org/operators/1773"
2218,"MARCHWOOD MOTORWAYS","MARCHWOOD MOTORWAYS",,,,,,,6,"http://transport.mysociety.org/operators/2218"
3665,"Marett's Chariots","Marett's Chariots",,,,,,,5,"http://transport.mysociety.org/operators/3665"
1820,"Mark Bland Travel","Mark Bland Travel",,,,,,,3,"http://transport.mysociety.org/operators/1820"
2184,"Marriotts Travel","Marriotts Travel",,,,,,,1,"http://transport.mysociety.org/operators/2184"
3624,"Marshalls Coaches","Marshalls Coaches",,,,,,,3,"http://transport.mysociety.org/operators/3624"
2193,"Mass Transit","Mass Transit",,,,,,,1,"http://transport.mysociety.org/operators/2193"
2553,"MASS Transit/MASS Leon","MASS Transit/MASS Leon",,,,,,,60,"http://transport.mysociety.org/operators/2553"
2210,"Mayne's Coaches","Mayne's Coaches",,,,,,,2,"http://transport.mysociety.org/operators/2210"
3960,"Maytree Travel","Maytree Travel",,,,,,,11,"http://transport.mysociety.org/operators/3960"
3604,"McCall's Coaches","McCall's Coaches",,,,,,,1,"http://transport.mysociety.org/operators/3604"
3956,"McCreadie Coaches","McCreadie Coaches",,,,,,,2,"http://transport.mysociety.org/operators/3956"
3627,"McCulloch's Coaches","McCulloch's Coaches",,,,,,,2,"http://transport.mysociety.org/operators/3627"
3622,"McGill's Bus Service","McGill's Bus Service",,,,,,,24,"http://transport.mysociety.org/operators/3622"
3145,"McKenzie Travel","McKenzie Travel",,,,,,,1,"http://transport.mysociety.org/operators/3145"
1750,"McKindless Bus Group","McKindless Bus Group",,,"BR006689/ SC271809",,,,10,"http://transport.mysociety.org/operators/1750"
2958,"Megabus","Megabus","enquiries@megabus.com",,,,,,4,"http://transport.mysociety.org/operators/2958"
3354,"Menyn's Private Hire","Menyn's Private Hire",,,,,,,1,"http://transport.mysociety.org/operators/3354"
2141,"MEON VALLEY COMMUNITY BU","MEON VALLEY COMMUNITY BU",,,,,,,3,"http://transport.mysociety.org/operators/2141"
3247,"Meopham Community Bus","Meopham Community Bus",,,,,,,2,"http://transport.mysociety.org/operators/3247"
2893,"Meridian Bus","Meridian Bus",,,,,,,1,"http://transport.mysociety.org/operators/2893"
3000,"Meridian Line Travel","Meridian Line Travel",,,,,,,2,"http://transport.mysociety.org/operators/3000"
3509,"Meridian Line Travel","Meridian Line Travel","meridianline@dial.pipex.com",,,,"http://www.mltravel.co.uk/",,1,"http://transport.mysociety.org/operators/3509"
3963,"Mersey Ferries","Mersey Ferries","info@merseyferries.co.uk",,,,"http://www.merseyferries.co.uk/",,1,"http://transport.mysociety.org/operators/3963"
,"Merseyrail","Merseyrail","comment@merseyrail.org",,4356933,"Rail House, Lord Nelson Street, Liverpool L1 1JF",,,,
3115,"MERSEYSIDE TRANSPORT LTD.","Arriva Merseyside","customer.services@arrivanw.co.uk",,,,,,6,"http://transport.mysociety.org/operators/3115"
2143,"MERVYN'S COACHES","MERVYN'S COACHES",,,,,,,4,"http://transport.mysociety.org/operators/2143"
3255,"Metrobus","Metrobus","complaints@metrobus.co.uk",,1742404,"METROBUS LIMITED
3RD FLOOR 41-51 GREY STREET
NEWCASTLE UPON TYNE
NE1 6EE
","For TfL contracted services email customerservices@tfl-buses.co.uk",,61,"http://transport.mysociety.org/operators/3255"
2934,"Metroline Travel","Metroline Travel",,,,,,,7,"http://transport.mysociety.org/operators/2934"
3574,"Michael Hughes Coaches","Michael Hughes Coaches",,"X",,,,,1,"http://transport.mysociety.org/operators/3574"
2962,"Michael Robinson Travel","Michael Robinson Travel",,"X",,,,,1,"http://transport.mysociety.org/operators/2962"
2132,"MID DEVON COACHES","MID DEVON COACHES","enquiries@mdcoaches.co.uk",,,,"http://www.mdcoaches.co.uk/",,1,"http://transport.mysociety.org/operators/2132"
2985,"Mid Wales","Mid Wales",,,,,,,9,"http://transport.mysociety.org/operators/2985"
2675,"Midhurst Community Bus","Midhurst Community Bus",,,,,,,5,"http://transport.mysociety.org/operators/2675"
3958,"Midland","Midland",,,,,,,4,"http://transport.mysociety.org/operators/3958"
3783,"Midland General","Midland General",,,,,,,2,"http://transport.mysociety.org/operators/3783"
2896,"Midland Rider","Midland Rider","info@midlandbus.net",,,,"Taken over by Midland http://www.midlandbus.net/",,15,"http://transport.mysociety.org/operators/2896"
3717,"Midway","Midway",,,,,,,3,"http://transport.mysociety.org/operators/3717"
2149,"MIKE HALFORD MINI COACHE","MIKE HALFORD MINI COACHE",,,,,,,3,"http://transport.mysociety.org/operators/2149"
2093,"Millers Citax Ltd","Millers Citax Ltd",,,,,,,3,"http://transport.mysociety.org/operators/2093"
2788,"Millers Coaches","Millers Coaches",,"X",,,"01236 763671",,1,"http://transport.mysociety.org/operators/2788"
3610,"Millport Motors","Millport Motors",,,,,"01475 530 555",,1,"http://transport.mysociety.org/operators/3610"
3009,"Minerva Accord","Minerva Accord",,,,,"Now known as Enterprise",,1,"http://transport.mysociety.org/operators/3009"
2941,"Minicruisers","Minicruisers",,,,,,,1,"http://transport.mysociety.org/operators/2941"
3807,"Minsterley Motors","Minsterley Motors",,,,,,,11,"http://transport.mysociety.org/operators/3807"
3144,"Mintax","Mintax",,,,,,,4,"http://transport.mysociety.org/operators/3144"
3599,"MK Metro","MK Metro","customerservices@mkmetro.co.uk",,,"Unit 3-4 Arden Park, Old Wolverton Road, Old Wolverton, Milton Keynes, MK12 5RN, United Kingdom",,,47,"http://transport.mysociety.org/operators/3599"
2168,"MK Metro","MK Metro",,,,,,,11,"http://transport.mysociety.org/operators/2168"
2195,"MN","MN",,,,,,,9,"http://transport.mysociety.org/operators/2195"
3908,"Moffat + Williamson","Moffat + Williamson",,,,,,,6,"http://transport.mysociety.org/operators/3908"
3647,"Moray Council","Moray Council",,,,,,,2,"http://transport.mysociety.org/operators/3647"
2463,"Morris Minor Coaches","Morris Minor Coaches",,"X",,,,,1,"http://transport.mysociety.org/operators/2463"
2948,"Motts Travel","Motts Travel",,,,,,,4,"http://transport.mysociety.org/operators/2948"
2262,"Mount Taxis","Mount Taxis",,,,,,,6,"http://transport.mysociety.org/operators/2262"
2049,"MOUNTBATTEN WATER TAXIS","MOUNTBATTEN WATER TAXIS","info@soundcruising.com",,,,"http://www.mountbattenferry.com/",,1,"http://transport.mysociety.org/operators/2049"
3584,"Moving People","Moving People","info@movingpeopleltd.co.uk",,,,"http://www.movingpeopleltd.co.uk/",,1,"http://transport.mysociety.org/operators/3584"
1777,"Moxons Tours","Moxons Tours","enquiries@moxons-tours.co.uk ",,,,"http://www.moxons-tours.fsnet.co.uk/",,1,"http://transport.mysociety.org/operators/1777"
3240,"MR Davies","MR Davies",,,,,,,2,"http://transport.mysociety.org/operators/3240"
2114,"MR J M COX","Checkmate Mini Coaches","josephcox@btconnect.com",,,,,,3,"http://transport.mysociety.org/operators/2114"
2437,"MR S LEWIS","Olympia Travel","olympia@coach-hire.net",,,,"http://www.olympiatravel.co.uk/",,1,"http://transport.mysociety.org/operators/2437"
3181,"Mrs I P MacKay","Mrs I P MacKay",,,,,,,2,"http://transport.mysociety.org/operators/3181"
2789,"Mrs K MacDonald (Keose)","Mrs K MacDonald (Keose)",,,,,,,1,"http://transport.mysociety.org/operators/2789"
1887,"Muirs Coaches","Muirs Coaches","mail@ruraldevtrust.co.uk",,,,"http://www.ruraldevtrust.co.uk/",,1,"http://transport.mysociety.org/operators/1887"
2954,"Mullany's Coaches","Mullany's Coaches",,,,,,,9,"http://transport.mysociety.org/operators/2954"
1890,"Munro's of Jedburgh","Munro's of Jedburgh","info@munrosofjedburgh.co.uk",,"SC236191","MUNROS OF JEDBURGH LIMITED
OAKVALE GARAGE 
BONGATE 
JEDBURGH 
ROXBURGHSHIRE 
TD8 6DU",,,20,"http://transport.mysociety.org/operators/1890"
3469,"Murdo J MacDonald","Murdo J MacDonald",,,,,,,1,"http://transport.mysociety.org/operators/3469"
1931,"Murdo MacDonald","Murdo MacDonald",,,,,,,2,"http://transport.mysociety.org/operators/1931"
2447,"Murdo MacIver","Murdo MacIver",,,,,,,3,"http://transport.mysociety.org/operators/2447"
3417,"MW Nicoll","MW Nicoll",,,,,,,10,"http://transport.mysociety.org/operators/3417"
2735,"Myles Minibus","Myles Minibus",,,,,,,4,"http://transport.mysociety.org/operators/2735"
2554,"N L Johnson","N L Johnson",,,,,,,1,"http://transport.mysociety.org/operators/2554"
2584,"N.I.B.S","N.I.B.S","info@nibsbuses.com",,,,,,27,"http://transport.mysociety.org/operators/2584"
2387,"N.N.Cresswell","N.N.Cresswell",,,,,,,17,"http://transport.mysociety.org/operators/2387"
3063,"Nancy Stockam's Coaches","Nancy Stockam's Coaches",,,,,,,2,"http://transport.mysociety.org/operators/3063"
1868,"National Express","National Express",,,232767,,,,106,"http://transport.mysociety.org/operators/1868"
2957,"National Express","National Express",,,,,,,3,"http://transport.mysociety.org/operators/2957"
3168,"National Express Airport","National Express Airport",,,,,,,9,"http://transport.mysociety.org/operators/3168"
2352,"National Express Airport","National Express Airport",,,,,,,8,"http://transport.mysociety.org/operators/2352"
2484,"National Express East Anglia","National Express East An","nxea.customerrelations@nationalexpress.com",,,,,,21,"http://transport.mysociety.org/operators/2484"
2036,"National Express East Coast","National Express East Co",,,,,,,9,"http://transport.mysociety.org/operators/2036"
2282,"National Express Shuttle","National Express Shuttle",,,,,,,16,"http://transport.mysociety.org/operators/2282"
3955,"National Express West Midlands","aviva","travelcare@nationalexpress.com",,2590560," 7 Triton Square, London, NW1 3HG","Not listed at companies house [Can I point out that NXWM buses are technically run by West Midlands Travel Limited, company number 02652253, NXWM is a brand name]",,365,"http://transport.mysociety.org/operators/3955"
3002,"NBM Hire Ltd","NBM Hire Ltd",,,,,,,3,"http://transport.mysociety.org/operators/3002"
2616,"NCB Motors","NCB Motors",,,,,,,1,"http://transport.mysociety.org/operators/2616"
2686,"NCP Challenger","NCP",,,,,,,6,"http://transport.mysociety.org/operators/2686"
2839,"NCP Interline","NCP Interline",,,,,,,6,"http://transport.mysociety.org/operators/2839"
1763,"Neaves Coaches","Neaves Coaches",,,,,,,7,"http://transport.mysociety.org/operators/1763"
3825,"Nefyn","Nefyn",,,,,,,9,"http://transport.mysociety.org/operators/3825"
3482,"Network Colchester","Network Colchester",,,3506989,,,"http://www.networkcolchester.com/timetables/info.pdf",20,"http://transport.mysociety.org/operators/3482"
3741,"New Bharat Coaches","New Bharat Coaches",,,,,,,2,"http://transport.mysociety.org/operators/3741"
3903,"New City Taxis","New City Taxis",,,,,,,1,"http://transport.mysociety.org/operators/3903"
2574,"New Enterprise Coaches","New Enterprise Coaches",,,,,,,14,"http://transport.mysociety.org/operators/2574"
2752,"Newbury & District","Newbury & District",,,,,,,4,"http://transport.mysociety.org/operators/2752"
2578,"Newbury Buses","Newbury Buses",,,,,,,21,"http://transport.mysociety.org/operators/2578"
3949,"NEWBURY BUSES","NEWBURY BUSES",,,,,,,3,"http://transport.mysociety.org/operators/3949"
2435,"Newbury Coaches","Newbury Coaches, Ledbury",,,,,,,2,"http://transport.mysociety.org/operators/2435"
3749,"NEWENT DIAL A RIDE","NEWENT DIAL A RIDE",,,,,,,5,"http://transport.mysociety.org/operators/3749"
2089,"Newport Bus","Newport Bus","Enquiries@newporttransport.co.uk",,,,,,54,"http://transport.mysociety.org/operators/2089"
3367,"Nexus Ferry","Nexus Ferry",,,,,"http://www.nexus.org.uk/ferry/ferry-guide/river-tyne-guide",,1,"http://transport.mysociety.org/operators/3367"
2087,"Nexus Metro","Nexus Metro",,,,,,,3,"http://transport.mysociety.org/operators/2087"
3581,"Nick Maddy Coaches","Nick Maddy Coaches",,,,,,,2,"http://transport.mysociety.org/operators/3581"
3733,"Nigg and Cromarty Ferry","Nigg and Cromarty Ferry",,,,,,,1,"http://transport.mysociety.org/operators/3733"
3483,"Nightingale Coaches","Nightingale Coaches",,,,,,,1,"http://transport.mysociety.org/operators/3483"
1798,"NIP-ON TRANSPORT","Nip-On",,,,,,,11,"http://transport.mysociety.org/operators/1798"
1999,"NIP-ON TRANSPORT SERVICES","Nip-On",,,,,,,3,"http://transport.mysociety.org/operators/1999"
1779,"NIPPY BUS LTD","NIPPY BUS LTD",,,,,,,11,"http://transport.mysociety.org/operators/1779"
2663,"No Operator Name Found","No Operator Name Found",,,,,,,1,"http://transport.mysociety.org/operators/2663"
1761,"NORDCAT SERVICE","NORDCAT SERVICE",,,5559614,,"Run by Dorset County Council",,13,"http://transport.mysociety.org/operators/1761"
2984,"Nordi Travel","Nordi Travel",,,,,,,1,"http://transport.mysociety.org/operators/2984"
2719,"Norfolk County Services","Norfolk County Services",,,,,,,3,"http://transport.mysociety.org/operators/2719"
3957,"Norfolk Green","Norfolk Green","enquiries@norfolkgreen.co.uk",,,,,,37,"http://transport.mysociety.org/operators/3957"
3810,"Norfolk Green","Norfolk Green",,,,,,,1,"http://transport.mysociety.org/operators/3810"
3099,"North Harris Motor Servi","North Harris Motor Servi",,,,,,,2,"http://transport.mysociety.org/operators/3099"
3925,"North Lincolnshire Council","North Lincolnshire Counc",,,,,,,5,"http://transport.mysociety.org/operators/3925"
1844,"NORTH SOMERSET COACHES","NORTH SOMERSET COACHES",,,,,,,6,"http://transport.mysociety.org/operators/1844"
3753,"Northern Blue","Northern Blue",,,6153926,"company has now been absorbed by Transdev Burnley & Pendle",,,26,"http://transport.mysociety.org/operators/3753"
1847,"Northern Rail","Northern Rail","customer.relations@northernrail.org",,"4619954 / 4007719","FREEPOST RLSL-ABEC-BGUU leeds LS1 4DY",,,76,"http://transport.mysociety.org/operators/1847"
1760,"Northlink Ferries","Northlink Ferries",,,,,,,3,"http://transport.mysociety.org/operators/1760"
2965,"Northumbria Mini Coaches","Northumbria Mini Coaches",,,,,,,19,"http://transport.mysociety.org/operators/2965"
2701,"Nottingham City Transport","Nottingham City Transpor","feedback@nctx.co.uk",,2004967,"Nottingham City Transport Ltd - Head Office, Lower Parliament St, Nottingham, NG1 1GG",,,68,"http://transport.mysociety.org/operators/2701"
2932,"Nottingham Community Transport","Nottingham Community Tra",,,,,,,5,"http://transport.mysociety.org/operators/2932"
2002,"Nottingham Express Transit","Nottingham Express Trans",,,,,,,1,"http://transport.mysociety.org/operators/2002"
3073,"Nottingham University Hospital","Nottingham University Ho",,,,,,,1,"http://transport.mysociety.org/operators/3073"
2356,"Notts and Derby","Notts and Derby",,,,,,,25,"http://transport.mysociety.org/operators/2356"
2987,"NottsBus","NottsBus",,,,,,,1,"http://transport.mysociety.org/operators/2987"
2597,"Nu-Venture","Nu-Venture","nuventurecoachesltd@yahoo.co.uk",,,,,,35,"http://transport.mysociety.org/operators/2597"
2803,"O O Smith","O O Smith",,,,,,,2,"http://transport.mysociety.org/operators/2803"
2456,"O R Jones","O R Jones",,,,,,,2,"http://transport.mysociety.org/operators/2456"
3905,"Oares","Oares",,,,,,,5,"http://transport.mysociety.org/operators/3905"
3511,"Oban and District Buses","Oban and District Buses",,,,,,,7,"http://transport.mysociety.org/operators/3511"
3558,"Olympia Travel","Olympia Travel",,,,,,,1,"http://transport.mysociety.org/operators/3558"
2604,"Olympian Coaches","Olympian Coaches",,,,,,,6,"http://transport.mysociety.org/operators/2604"
2955,"Olympic Coaches","Olympic Coaches",,,,,,,2,"http://transport.mysociety.org/operators/2955"
3110,"Orion Autobus","Orion Autobus",,,,,,,2,"http://transport.mysociety.org/operators/3110"
3271,"Orkney Ferries","Orkney Ferries",,,,,,,6,"http://transport.mysociety.org/operators/3271"
3920,"Ormskirk Coaches & Taxis","Ormskirk Coaches & Taxis",,,,,,,3,"http://transport.mysociety.org/operators/3920"
2556,"Orton Community Transport Association","Orton Community Transpor",,,,,,,1,"http://transport.mysociety.org/operators/2556"
3690,"OTS","OTS",,,,,,,5,"http://transport.mysociety.org/operators/3690"
3620,"Our Bus","Our Bus",,,,,,,3,"http://transport.mysociety.org/operators/3620"
2693,"Owens","Owens",,,,,,,2,"http://transport.mysociety.org/operators/2693"
3611,"Owens Motors","Owens Motors",,,,,,,1,"http://transport.mysociety.org/operators/3611"
1851,"Owens of Oswestry","Owens of Oswestry",,,,,,,3,"http://transport.mysociety.org/operators/1851"
2230,"Oxford Bus Company","Oxford Bus Company","info@oxfordbus.co.uk",,91106,"The Go-Ahead Group plc, 3rd Floor, 41-51 Grey Street, Newcastle upon Tyne, NE1 6EE","City of Oxford Motor Services Ltd. Trading as The Oxford Bus Company, Part of the Go-Ahead Group (company number 2100855)",,25,"http://transport.mysociety.org/operators/2230"
3142,"P & O Lloyd","P & O Lloyd",,,,,,,10,"http://transport.mysociety.org/operators/3142"
3596,"P + T Coaches","P + T Coaches",,,,,,,1,"http://transport.mysociety.org/operators/3596"
2879,"P C L Travel","P C L Travel",,,,,,,3,"http://transport.mysociety.org/operators/2879"
2581,"P.V., J.C. & M.D. WALSH","J P Travel",,,,,,,18,"http://transport.mysociety.org/operators/2581"
3571,"Paragon Travel","Paragon Travel",,,,,,,1,"http://transport.mysociety.org/operators/3571"
2121,"PARAGON TRAVEL","PARAGON TRAVEL",,,,,,,1,"http://transport.mysociety.org/operators/2121"
3102,"Parish","Parish",,,,,,,1,"http://transport.mysociety.org/operators/3102"
3567,"Passenger Travel","Passenger Travel",,,,,,,8,"http://transport.mysociety.org/operators/3567"
3296,"Pat's Coaches","Pat's Coaches",,,,,,,9,"http://transport.mysociety.org/operators/3296"
3372,"Paul S Winson Coaches","Paul S Winson Coaches",,,,,,,4,"http://transport.mysociety.org/operators/3372"
3743,"Pearsons Coaches","Pearsons Coaches",,,,,,,2,"http://transport.mysociety.org/operators/3743"
3272,"Peelings Coaches","Peelings Coaches",,,,,,,2,"http://transport.mysociety.org/operators/3272"
3709,"Pegasus Travel","Pegasus Travel",,,,,,,5,"http://transport.mysociety.org/operators/3709"
3855,"Pennine Motor Services","Pennine Motor Services",,,,,,,6,"http://transport.mysociety.org/operators/3855"
3214,"Pennine Motor Services","Pennine Motor Services",,,,,,,1,"http://transport.mysociety.org/operators/3214"
2206,"Pentland Ferries","Pentland Ferries",,,,,,,1,"http://transport.mysociety.org/operators/2206"
2573,"PEOPLESBUS","Peoplesbus",,,,,,,8,"http://transport.mysociety.org/operators/2573"
3661,"Pete's Taxis","Pete's Taxis",,,,,,,1,"http://transport.mysociety.org/operators/3661"
2926,"Peter Canavan","Peter Canavan",,,,,,,6,"http://transport.mysociety.org/operators/2926"
2311,"Peter Hogg","Peter Hogg",,,,,,,2,"http://transport.mysociety.org/operators/2311"
3839,"Peter MacLennan","Peter MacLennan",,,,,,,2,"http://transport.mysociety.org/operators/3839"
3802,"Peter Reynolds","Peter Reynolds",,,,,,,4,"http://transport.mysociety.org/operators/3802"
1783,"Peter Sinclair","Peter Sinclair",,,,,,,3,"http://transport.mysociety.org/operators/1783"
2914,"Peterborough City Services","Peterborough City Servic",,,,,,,8,"http://transport.mysociety.org/operators/2914"
3879,"Peterborough Dial-a-Ride","Peterborough Dial-a-Ride",,,,,,,1,"http://transport.mysociety.org/operators/3879"
2239,"Peterbus","Peterbus",,,,,,,4,"http://transport.mysociety.org/operators/2239"
2214,"Pheonix Transport","Pheonix Transport",,,,,,,2,"http://transport.mysociety.org/operators/2214"
3385,"Phil's Travel","Phil's Travel",,,,,,,1,"http://transport.mysociety.org/operators/3385"
2746,"Phillips","Phillips",,,,,,,4,"http://transport.mysociety.org/operators/2746"
3365,"Phoenix Buses","Phoenix Buses",,,,,,,3,"http://transport.mysociety.org/operators/3365"
3407,"Phoenix Taxis","Phoenix Taxis",,,,,,,16,"http://transport.mysociety.org/operators/3407"
2103,"Platinum Coaches","Platinum Coaches",,,,,,,2,"http://transport.mysociety.org/operators/2103"
1959,"PLC","PLC",,,,,,,2,"http://transport.mysociety.org/operators/1959"
3262,"PLYMOUTH CITYBUS","PLYMOUTH CITYBUS",,,2004966,,"see http://www.plymouthcitybus.co.uk/contactus1.asp",,84,"http://transport.mysociety.org/operators/3262"
3221,"POLRUAN FERRY CO LTD","POLRUAN FERRY CO LTD",,,,,,,1,"http://transport.mysociety.org/operators/3221"
3303,"Ponteland & Hexham Minibuses","Ponteland & Hexham Minib",,,,,,,2,"http://transport.mysociety.org/operators/3303"
1869,"PostBus","PostBus",,,,,,,27,"http://transport.mysociety.org/operators/1869"
2251,"Poynters Coaches (Poynter R.J. & B.J.)","Poynters Coaches (Poynte",,,,,,,9,"http://transport.mysociety.org/operators/2251"
2111,"Premier Bus and Coach","Premier Bus and Coach",,,,,,,13,"http://transport.mysociety.org/operators/2111"
2158,"Premiere Travel","Premiere Travel",,,4728964,,,"http://web.premiere-travel.co.uk/",33,"http://transport.mysociety.org/operators/2158"
2589,"Prentice Westwood","Prentice Westwood",,,,,,,3,"http://transport.mysociety.org/operators/2589"
3637,"Prestige Tours","Prestige Tours",,,,,,,3,"http://transport.mysociety.org/operators/3637"
3793,"Preston Bus Ltd","Preston Bus Ltd","customer.care@prestonbus.co.uk",,,,,,57,"http://transport.mysociety.org/operators/3793"
2333,"Princess of Kendal Ltd","Princess of Kendal Ltd",,,,,,,4,"http://transport.mysociety.org/operators/2333"
1815,"PROTOURS UK LTD","Matthews Travel",,,,,,,1,"http://transport.mysociety.org/operators/1815"
3281,"Pulfrey Coaches","Pulfrey Coaches",,,,,,,2,"http://transport.mysociety.org/operators/3281"
3239,"Pulham's Coaches","Pulham's Coaches",,,,,,,1,"http://transport.mysociety.org/operators/3239"
3368,"PULHAMS COACHES","PULHAMS COACHES","info@pulhamscoaches.com",,466434,,,,23,"http://transport.mysociety.org/operators/3368"
1894,"Pulhams Coaches","Pulhams Coaches",,,,,,,1,"http://transport.mysociety.org/operators/1894"
3286,"Puma Coaches","Puma Coaches",,,,,,,1,"http://transport.mysociety.org/operators/3286"
2442,"Quality Line","Quality Line",,,,,,,8,"http://transport.mysociety.org/operators/2442"
2989,"QUANTOCK MOTOR SERVICES","QUANTOCK MOTOR SERVICES",,,,,,,3,"http://transport.mysociety.org/operators/2989"
2764,"Quartz Coaches","Quartz Coaches","quartzcoaches@aol.com",,,,,,1,"http://transport.mysociety.org/operators/2764"
3454,"R & B Travel","R & B Travel",,,,,,,14,"http://transport.mysociety.org/operators/3454"
3878,"R G Jamieson + Son","R G Jamieson + Son",,,,,,,1,"http://transport.mysociety.org/operators/3878"
3578,"R H TRANSPORT","R H TRANSPORT",,,,,,,3,"http://transport.mysociety.org/operators/3578"
2383,"R Robertson & Son","R Robertson & Son",,,,,,,1,"http://transport.mysociety.org/operators/2383"
2641,"R S Travel","R S Travel",,,,,,,2,"http://transport.mysociety.org/operators/2641"
3940,"R S Tyrer & Sons","R S Tyrer & Sons",,,,,,,9,"http://transport.mysociety.org/operators/3940"
3140,"R. Kime & Co. Ltd.","Kimes Buses","enquiries@kimesbuses.co.uk",,,,,,17,"http://transport.mysociety.org/operators/3140"
3697,"Rackford Coaches","Rackford Coaches","no email found online",,,,,,1,"http://transport.mysociety.org/operators/3697"
1802,"Rainbow Travel","Rainbow Travel",,,,,,,6,"http://transport.mysociety.org/operators/1802"
1901,"Rambler Coaches","Rambler Coaches",,,,,,,11,"http://transport.mysociety.org/operators/1901"
1905,"Ramsbury Community Bus","Ramsbury Community Bus",,,,,,,1,"http://transport.mysociety.org/operators/1905"
3704,"Ramsey and District Community Bus Association","Ramsey and District Comm",,,,,,,3,"http://transport.mysociety.org/operators/3704"
3907,"Rapid Travel","Rapid Travel Ltd",,,,,,,4,"http://transport.mysociety.org/operators/3907"
3077,"Ravenshead Community Project","Ravenshead Community Pro",,,,,,,1,"http://transport.mysociety.org/operators/3077"
3816,"Rayner's","Rayner's",,,,,,,1,"http://transport.mysociety.org/operators/3816"
1914,"Reading Buses","Reading Buses","customerservices@reading-buses.co.uk",,2004963,"Reading Transport Ltd, Great Knollys Street, READING, Berkshire, RG1 7HH",,,66,"http://transport.mysociety.org/operators/1914"
1897,"Reading RailAir (operated by First - Thames Vall","Reading RailAir (operate",,,,,,,1,"http://transport.mysociety.org/operators/1897"
1879,"Reay's Minibus Services","Reay's Minibus Services",,,,,,,1,"http://transport.mysociety.org/operators/1879"
2351,"Reays Coaches","Reays Coaches","info@reays.co.uk",,,,,,8,"http://transport.mysociety.org/operators/2351"
2869,"Red Dragon Group","Red Dragon Group",,,,,,,1,"http://transport.mysociety.org/operators/2869"
3510,"Red Funnel","Red Funnel",,,,,,,2,"http://transport.mysociety.org/operators/3510"
3723,"Red Kite","Red Kite",,,,,,,13,"http://transport.mysociety.org/operators/3723"
2166,"Red Line Buses","Red Line Buses",,,,,,,4,"http://transport.mysociety.org/operators/2166"
3727,"Red Rose Travel","Red Rose Travel","feedback@redrosetravel.com",,2945744,"Red Rose Travel, Blinking Owl Garage, Oxford Road, Dinton, Aylesbury, HP17 8TT",,,29,"http://transport.mysociety.org/operators/3727"
2685,"Red Rose Travel","RR",,,,,,,2,"http://transport.mysociety.org/operators/2685"
3233,"RED ROSE TRAVEL","Red Rose Travel",,,,,,,1,"http://transport.mysociety.org/operators/3233"
3012,"REDKITE TRAVEL","Redkite",,,,,,,1,"http://transport.mysociety.org/operators/3012"
2674,"Redline","Redline",,,,,,,19,"http://transport.mysociety.org/operators/2674"
3468,"Redline Travel","Redline Travel",,,,,,,24,"http://transport.mysociety.org/operators/3468"
3728,"Redroute Buses","Redroute Buses",,,,,,,5,"http://transport.mysociety.org/operators/3728"
2816,"Redwing Contract Ltd","Redwing Contracts Ltd",,,,,,,2,"http://transport.mysociety.org/operators/2816"
